sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10
55.0,306.0,0.0,58.0,36.0,-41.0,631.0,-367.0,-182.0,126.0
69.0,275.0,-42.0,83.0,16.0,-89.0,401.0,-543.0,-164.0,119.0
61.0,266.0,-161.0,55.0,-6.0,-83.0,148.0,-230.0,-77.0,87.0
45.0,332.0,-319.0,-79.0,-29.0,-185.0,14.0,151.0,-103.0,53.0
62.0,302.0,-442.0,-102.0,-53.0,-305.0,-56.0,515.0,0.0,32.0
134.0,176.0,-490.0,-131.0,-68.0,-255.0,-32.0,500.0,-4.0,18.0
106.0,67.0,-460.0,-221.0,-70.0,-360.0,-59.0,317.0,32.0,10.0
94.0,34.0,-402.0,-150.0,-58.0,-306.0,-167.0,35.0,51.0,3.0
162.0,7.0,-280.0,-112.0,-35.0,-149.0,-288.0,-59.0,0.0,0.0
182.0,-11.0,-121.0,-89.0,-15.0,-5.0,-428.0,-33.0,93.0,-2.0
164.0,-25.0,62.0,106.0,-4.0,121.0,-404.0,46.0,120.0,-33.0
128.0,-77.0,201.0,238.0,1.0,-80.0,-149.0,219.0,183.0,-58.0
155.0,-102.0,233.0,235.0,-3.0,-123.0,98.0,75.0,232.0,-84.0
163.0,-180.0,196.0,173.0,-10.0,-158.0,65.0,103.0,176.0,-115.0
195.0,-298.0,58.0,222.0,-8.0,-231.0,-182.0,194.0,151.0,-146.0
169.0,-280.0,-18.0,241.0,1.0,-190.0,-352.0,378.0,93.0,-195.0
176.0,-165.0,-57.0,286.0,18.0,-148.0,-294.0,565.0,77.0,-239.0
184.0,-92.0,-75.0,349.0,35.0,-27.0,-43.0,277.0,94.0,-276.0
154.0,8.0,-67.0,358.0,48.0,-40.0,173.0,46.0,60.0,-292.0
109.0,136.0,-120.0,324.0,48.0,-60.0,243.0,-280.0,58.0,-306.0
28.0,206.0,-154.0,137.0,29.0,-19.0,170.0,-469.0,18.0,-298.0
67.0,250.0,-183.0,76.0,-3.0,89.0,30.0,-303.0,-14.0,-277.0
23.0,247.0,-177.0,46.0,-31.0,110.0,-45.0,-168.0,-35.0,-269.0
-46.0,231.0,-158.0,-54.0,-37.0,81.0,-19.0,-84.0,-23.0,-247.0
-70.0,226.0,-175.0,-235.0,-19.0,123.0,149.0,-48.0,14.0,-212.0
-83.0,213.0,-189.0,-404.0,10.0,91.0,293.0,166.0,-59.0,-179.0
-124.0,104.0,-191.0,-429.0,34.0,-29.0,204.0,271.0,-134.0,-174.0
-131.0,-45.0,-172.0,-295.0,41.0,-86.0,21.0,219.0,-191.0,-149.0
-150.0,-152.0,-126.0,-115.0,30.0,-21.0,-41.0,81.0,-121.0,-123.0
-191.0,-337.0,-55.0,-105.0,19.0,-66.0,92.0,-20.0,-55.0,-118.0
-146.0,-501.0,19.0,-128.0,9.0,-165.0,207.0,64.0,-70.0,-114.0
-186.0,-522.0,115.0,-153.0,-1.0,-176.0,102.0,1.0,-14.0,-120.0
-200.0,-413.0,186.0,-161.0,-8.0,-13.0,-90.0,-3.0,12.0,-135.0
-214.0,-275.0,178.0,-70.0,-11.0,-4.0,-269.0,-62.0,68.0,-164.0
-245.0,-200.0,70.0,34.0,0.0,-148.0,-363.0,-38.0,80.0,-175.0
-229.0,-167.0,-132.0,-81.0,16.0,-153.0,-369.0,127.0,82.0,-178.0
-223.0,-71.0,-269.0,-195.0,21.0,-167.0,-257.0,138.0,72.0,-188.0
-229.0,82.0,-293.0,-101.0,18.0,-112.0,-73.0,351.0,79.0,-207.0
-196.0,148.0,-249.0,-77.0,9.0,-244.0,0.0,399.0,142.0,-203.0
-183.0,209.0,-159.0,-72.0,7.0,-459.0,3.0,330.0,100.0,-196.0
-164.0,295.0,-59.0,3.0,12.0,-360.0,-40.0,253.0,97.0,-212.0
-105.0,279.0,3.0,37.0,13.0,-233.0,-68.0,29.0,93.0,-198.0
-144.0,187.0,30.0,92.0,8.0,-135.0,-6.0,101.0,73.0,-167.0
-100.0,153.0,72.0,71.0,-9.0,-126.0,52.0,114.0,54.0,-144.0
-33.0,103.0,159.0,-55.0,-31.0,-212.0,102.0,42.0,-46.0,-132.0
-30.0,14.0,320.0,13.0,-52.0,-197.0,95.0,-153.0,-153.0,-112.0
-10.0,-27.0,413.0,13.0,-67.0,-83.0,-51.0,-417.0,-212.0,-94.0
1.0,-126.0,397.0,31.0,-57.0,-34.0,-128.0,-264.0,-194.0,-102.0
-6.0,-174.0,319.0,115.0,-30.0,-146.0,-141.0,-35.0,-164.0,-100.0
22.0,-170.0,171.0,55.0,0.0,-25.0,-208.0,232.0,-126.0,-86.0
90.0,-189.0,20.0,110.0,19.0,218.0,-239.0,465.0,-173.0,-62.0
75.0,-194.0,-140.0,95.0,22.0,279.0,-228.0,615.0,-253.0,-16.0
78.0,-188.0,-262.0,86.0,14.0,141.0,-60.0,606.0,-182.0,25.0
88.0,-105.0,-350.0,110.0,0.0,-20.0,199.0,426.0,-83.0,51.0
79.0,-26.0,-397.0,15.0,-24.0,19.0,431.0,367.0,-40.0,58.0
76.0,21.0,-440.0,-37.0,-50.0,15.0,610.0,319.0,-50.0,93.0
68.0,63.0,-523.0,-152.0,-72.0,54.0,657.0,450.0,-56.0,145.0
45.0,54.0,-499.0,-170.0,-78.0,74.0,657.0,375.0,-60.0,171.0
30.0,-22.0,-370.0,-179.0,-64.0,84.0,515.0,-20.0,-82.0,199.0
38.0,-72.0,-181.0,-228.0,-45.0,256.0,243.0,-325.0,-97.0,224.0
52.0,-5.0,-10.0,-107.0,-20.0,181.0,5.0,-317.0,-126.0,225.0
45.0,85.0,74.0,9.0,4.0,-49.0,-157.0,-12.0,-141.0,194.0
3.0,35.0,77.0,65.0,22.0,15.0,-239.0,-60.0,-152.0,167.0
48.0,-141.0,63.0,-13.0,30.0,0.0,-302.0,42.0,-138.0,148.0
-13.0,-259.0,46.0,-36.0,29.0,-60.0,-275.0,182.0,-101.0,119.0
-82.0,-333.0,22.0,5.0,36.0,65.0,-154.0,33.0,-96.0,96.0
-54.0,-342.0,38.0,-44.0,47.0,53.0,1.0,282.0,-108.0,82.0
-120.0,-248.0,49.0,-68.0,58.0,120.0,118.0,450.0,-128.0,81.0
-122.0,-111.0,49.0,-34.0,65.0,102.0,117.0,351.0,-129.0,76.0
-95.0,72.0,-16.0,52.0,64.0,87.0,97.0,-18.0,-112.0,66.0
-123.0,222.0,-149.0,91.0,48.0,100.0,116.0,-195.0,-135.0,67.0
-150.0,289.0,-265.0,143.0,19.0,8.0,144.0,35.0,-188.0,55.0
-104.0,326.0,-309.0,158.0,-4.0,-128.0,156.0,-14.0,-175.0,29.0
-99.0,369.0,-297.0,80.0,-13.0,-290.0,109.0,-60.0,-110.0,23.0
-130.0,355.0,-326.0,6.0,-16.0,-164.0,45.0,-72.0,-9.0,22.0
-117.0,255.0,-392.0,6.0,-12.0,-290.0,-34.0,203.0,119.0,0.0
-108.0,121.0,-403.0,31.0,-1.0,-262.0,-197.0,676.0,190.0,-41.0
-83.0,-14.0,-326.0,-15.0,9.0,-155.0,-278.0,692.0,247.0,-53.0
-88.0,-108.0,-183.0,-122.0,24.0,-338.0,-160.0,288.0,272.0,-46.0
-64.0,-182.0,-49.0,-228.0,38.0,-239.0,111.0,-105.0,239.0,-61.0
-65.0,-240.0,5.0,-181.0,44.0,-260.0,272.0,92.0,203.0,-84.0
-51.0,-270.0,-7.0,24.0,41.0,-301.0,212.0,157.0,177.0,-90.0
-55.0,-249.0,-91.0,183.0,31.0,-199.0,221.0,-24.0,155.0,-80.0
-53.0,-97.0,-125.0,180.0,26.0,-29.0,301.0,59.0,109.0,-108.0
-24.0,81.0,-60.0,146.0,21.0,-43.0,422.0,206.0,46.0,-142.0
-34.0,223.0,82.0,136.0,12.0,-117.0,488.0,365.0,-6.0,-133.0
7.0,296.0,296.0,180.0,-1.0,44.0,421.0,319.0,-70.0,-154.0
-6.0,219.0,459.0,181.0,-16.0,28.0,240.0,332.0,-107.0,-197.0
15.0,119.0,537.0,184.0,-25.0,63.0,-91.0,131.0,-161.0,-199.0
17.0,46.0,456.0,193.0,-27.0,265.0,-279.0,-125.0,-220.0,-186.0
-6.0,-13.0,239.0,84.0,-24.0,214.0,-267.0,-134.0,-197.0,-194.0
0.0,-36.0,-26.0,-48.0,-12.0,80.0,-116.0,-358.0,-201.0,-193.0
15.0,-34.0,-275.0,-91.0,7.0,167.0,100.0,-399.0,-191.0,-180.0
7.0,68.0,-379.0,17.0,32.0,120.0,38.0,-410.0,-153.0,-181.0
-31.0,168.0,-353.0,39.0,52.0,8.0,-169.0,-424.0,-138.0,-214.0
5.0,131.0,-276.0,-110.0,56.0,1.0,-257.0,-360.0,-141.0,-235.0
9.0,124.0,-219.0,-270.0,50.0,-81.0,-170.0,-197.0,-180.0,-210.0
25.0,175.0,-171.0,-374.0,37.0,-252.0,53.0,-77.0,-145.0,-204.0
14.0,192.0,-187.0,-332.0,24.0,-312.0,203.0,-290.0,-88.0,-212.0
27.0,153.0,-200.0,-155.0,18.0,-129.0,305.0,20.0,-13.0,-202.0
16.0,76.0,-128.0,-58.0,7.0,-5.0,311.0,375.0,46.0,-181.0
32.0,-24.0,-82.0,-18.0,1.0,104.0,207.0,232.0,31.0,-166.0
81.0,-141.0,-15.0,-36.0,-6.0,14.0,97.0,-46.0,33.0,-152.0
41.0,-184.0,20.0,34.0,-17.0,-199.0,-135.0,-338.0,58.0,-116.0
82.0,-226.0,-5.0,168.0,-18.0,-199.0,-302.0,-221.0,79.0,-86.0
140.0,-249.0,3.0,214.0,-17.0,-108.0,-338.0,62.0,66.0,-80.0
157.0,-188.0,35.0,292.0,-7.0,83.0,-337.0,441.0,39.0,-56.0
100.0,-109.0,93.0,275.0,9.0,123.0,-243.0,502.0,52.0,-24.0
136.0,-49.0,139.0,243.0,22.0,16.0,-107.0,169.0,69.0,-26.0
188.0,-38.0,145.0,104.0,27.0,-65.0,149.0,-18.0,62.0,-8.0
163.0,-67.0,181.0,-5.0,20.0,-31.0,455.0,-118.0,71.0,13.0
153.0,-86.0,182.0,63.0,9.0,27.0,642.0,97.0,62.0,25.0
119.0,11.0,135.0,64.0,4.0,-176.0,652.0,144.0,-8.0,43.0
168.0,148.0,90.0,-25.0,8.0,-235.0,415.0,-31.0,-108.0,52.0
220.0,280.0,7.0,-81.0,12.0,-124.0,123.0,-212.0,-144.0,88.0
182.0,433.0,-76.0,-95.0,15.0,-166.0,-108.0,-317.0,-138.0,111.0
129.0,473.0,-136.0,-200.0,16.0,-120.0,-224.0,70.0,-112.0,117.0
167.0,359.0,-147.0,-239.0,16.0,-71.0,-187.0,133.0,-50.0,142.0
196.0,258.0,-114.0,-173.0,12.0,-31.0,-153.0,-219.0,-33.0,168.0
155.0,138.0,-50.0,-148.0,6.0,30.0,-101.0,-338.0,-32.0,157.0
112.0,-52.0,55.0,-158.0,0.0,-102.0,-97.0,-225.0,-27.0,128.0
102.0,-149.0,103.0,-85.0,-10.0,-243.0,-133.0,-145.0,-3.0,135.0
82.0,-192.0,109.0,140.0,-15.0,-254.0,-76.0,-254.0,38.0,123.0
60.0,-187.0,81.0,399.0,-9.0,-253.0,32.0,-345.0,102.0,97.0
42.0,-210.0,-22.0,374.0,8.0,-175.0,185.0,-508.0,114.0,90.0
45.0,-245.0,-53.0,226.0,37.0,-2.0,255.0,-428.0,60.0,95.0
83.0,-191.0,-86.0,254.0,69.0,-3.0,116.0,-79.0,54.0,111.0
67.0,-158.0,-80.0,192.0,92.0,-37.0,-49.0,223.0,8.0,124.0
54.0,-116.0,18.0,159.0,100.0,28.0,-130.0,251.0,20.0,145.0
6.0,-106.0,37.0,260.0,97.0,-52.0,-123.0,-162.0,71.0,185.0
4.0,-53.0,130.0,173.0,85.0,-251.0,-15.0,-238.0,67.0,200.0
-7.0,70.0,227.0,10.0,56.0,-372.0,43.0,-55.0,105.0,205.0
-58.0,135.0,255.0,-52.0,18.0,-269.0,54.0,153.0,144.0,220.0
-50.0,235.0,258.0,-37.0,-17.0,-142.0,24.0,436.0,134.0,216.0
-41.0,323.0,202.0,11.0,-37.0,-146.0,-3.0,254.0,68.0,203.0
-79.0,361.0,124.0,-55.0,-38.0,-110.0,46.0,7.0,14.0,194.0
-128.0,355.0,-65.0,-41.0,-36.0,-116.0,95.0,-121.0,-12.0,176.0
-99.0,290.0,-261.0,10.0,-34.0,0.0,191.0,-151.0,-24.0,128.0
-109.0,213.0,-377.0,-31.0,-34.0,108.0,240.0,-277.0,-19.0,69.0
-150.0,136.0,-419.0,62.0,-30.0,-70.0,214.0,-408.0,-20.0,16.0
-142.0,112.0,-440.0,109.0,-18.0,-139.0,118.0,-155.0,-40.0,-32.0
-114.0,39.0,-417.0,30.0,-8.0,-233.0,-22.0,-116.0,-47.0,-93.0
-123.0,-75.0,-340.0,-7.0,2.0,-206.0,-70.0,-24.0,-21.0,-145.0
-108.0,-131.0,-239.0,-45.0,21.0,-54.0,-161.0,188.0,-9.0,-156.0
-128.0,-129.0,-35.0,-32.0,34.0,-69.0,-316.0,253.0,-13.0,-160.0
-118.0,-33.0,114.0,-47.0,33.0,63.0,-427.0,164.0,-44.0,-159.0
-51.0,41.0,167.0,-114.0,18.0,72.0,-373.0,-173.0,-39.0,-146.0
-71.0,35.0,140.0,-170.0,-8.0,-27.0,-174.0,-376.0,5.0,-104.0
-105.0,-9.0,26.0,-241.0,-36.0,-69.0,2.0,-487.0,63.0,-75.0
-111.0,-79.0,-160.0,-246.0,-66.0,-136.0,199.0,-277.0,121.0,-70.0
-48.0,-78.0,-219.0,-255.0,-86.0,-177.0,349.0,-59.0,102.0,-44.0
-69.0,-24.0,-65.0,-219.0,-91.0,-164.0,422.0,-171.0,50.0,-39.0
-80.0,-34.0,32.0,-176.0,-91.0,-75.0,406.0,-280.0,28.0,-67.0
-47.0,-112.0,155.0,-100.0,-81.0,-77.0,208.0,-323.0,17.0,-92.0
-23.0,-203.0,182.0,11.0,-61.0,-24.0,76.0,-205.0,-8.0,-125.0
10.0,-268.0,116.0,-36.0,-36.0,45.0,96.0,-284.0,-26.0,-168.0
0.0,-312.0,92.0,31.0,-10.0,-27.0,154.0,-197.0,-51.0,-194.0
2.0,-270.0,-34.0,193.0,11.0,-29.0,130.0,109.0,-72.0,-188.0
16.0,-114.0,-161.0,242.0,33.0,-58.0,-90.0,168.0,-43.0,-156.0
61.0,19.0,-275.0,297.0,55.0,-39.0,-232.0,225.0,3.0,-147.0
30.0,86.0,-369.0,352.0,69.0,43.0,-188.0,60.0,40.0,-119.0
24.0,94.0,-448.0,274.0,72.0,16.0,-99.0,51.0,42.0,-51.0
67.0,136.0,-568.0,191.0,63.0,-59.0,16.0,332.0,49.0,1.0
64.0,258.0,-631.0,203.0,49.0,-154.0,73.0,412.0,58.0,22.0
55.0,341.0,-597.0,90.0,32.0,54.0,146.0,175.0,55.0,33.0
42.0,350.0,-380.0,-8.0,15.0,206.0,239.0,-293.0,69.0,66.0
79.0,312.0,5.0,-32.0,5.0,152.0,261.0,-242.0,74.0,97.0
82.0,248.0,275.0,-83.0,1.0,208.0,361.0,3.0,91.0,131.0
55.0,164.0,381.0,-105.0,6.0,167.0,426.0,96.0,94.0,162.0
84.0,53.0,456.0,-130.0,15.0,175.0,402.0,79.0,86.0,185.0
101.0,-101.0,580.0,-219.0,27.0,18.0,283.0,-334.0,74.0,203.0
78.0,-235.0,631.0,-288.0,40.0,-137.0,-114.0,-596.0,1.0,208.0
76.0,-249.0,579.0,-262.0,43.0,-58.0,-461.0,-408.0,-59.0,229.0
60.0,-146.0,546.0,-134.0,43.0,-62.0,-599.0,275.0,-104.0,249.0
82.0,16.0,283.0,-7.0,52.0,27.0,-601.0,644.0,-102.0,236.0
102.0,186.0,-70.0,-62.0,60.0,155.0,-465.0,417.0,-52.0,226.0
47.0,286.0,-301.0,-136.0,58.0,183.0,-432.0,-14.0,-42.0,231.0
45.0,312.0,-430.0,-148.0,45.0,157.0,-327.0,-478.0,-55.0,208.0
83.0,287.0,-350.0,-58.0,25.0,89.0,-104.0,-334.0,-49.0,171.0
89.0,251.0,-190.0,75.0,4.0,10.0,63.0,-131.0,-31.0,159.0
72.0,214.0,42.0,141.0,-26.0,-46.0,304.0,55.0,-51.0,164.0
40.0,104.0,204.0,208.0,-58.0,-115.0,447.0,158.0,-94.0,135.0
60.0,-28.0,111.0,215.0,-73.0,-57.0,360.0,-109.0,-184.0,91.0
75.0,-176.0,0.0,93.0,-65.0,131.0,122.0,-369.0,-256.0,95.0
-3.0,-276.0,-10.0,-52.0,-43.0,139.0,-54.0,-722.0,-232.0,96.0
-26.0,-326.0,79.0,-35.0,-19.0,93.0,60.0,-766.0,-179.0,66.0
-4.0,-401.0,269.0,-24.0,-1.0,56.0,197.0,-415.0,-100.0,70.0
-10.0,-367.0,527.0,-34.0,12.0,53.0,63.0,116.0,-40.0,112.0
-36.0,-283.0,598.0,23.0,27.0,83.0,-275.0,432.0,31.0,136.0
-66.0,-251.0,486.0,-20.0,41.0,121.0,-604.0,458.0,127.0,149.0
-77.0,-224.0,396.0,-162.0,43.0,97.0,-544.0,513.0,171.0,201.0
-80.0,-178.0,249.0,-216.0,32.0,45.0,-76.0,415.0,206.0,265.0
-79.0,-76.0,115.0,-110.0,16.0,112.0,400.0,323.0,234.0,292.0
-115.0,79.0,-43.0,58.0,-6.0,0.0,630.0,-166.0,219.0,316.0
-104.0,228.0,-151.0,103.0,-32.0,-109.0,515.0,-700.0,169.0,348.0
-117.0,275.0,-303.0,10.0,-48.0,-111.0,290.0,-752.0,100.0,358.0
-137.0,300.0,-477.0,-41.0,-51.0,-11.0,219.0,-851.0,94.0,332.0
-114.0,353.0,-583.0,107.0,-44.0,104.0,297.0,-727.0,121.0,307.0
-120.0,298.0,-640.0,297.0,-39.0,65.0,336.0,-373.0,103.0,293.0
-112.0,182.0,-592.0,286.0,-37.0,62.0,141.0,166.0,75.0,243.0
-158.0,105.0,-527.0,295.0,-28.0,104.0,-141.0,606.0,22.0,193.0
-172.0,57.0,-204.0,231.0,-16.0,118.0,-300.0,726.0,-36.0,183.0
-157.0,-17.0,-71.0,90.0,3.0,-41.0,-287.0,698.0,-71.0,154.0
-164.0,-137.0,-164.0,135.0,22.0,-87.0,-214.0,153.0,-40.0,115.0
-143.0,-229.0,-124.0,249.0,30.0,1.0,-138.0,-266.0,38.0,103.0
-119.0,-217.0,-153.0,274.0,26.0,43.0,-23.0,-327.0,80.0,102.0
-112.0,-136.0,-110.0,176.0,13.0,-1.0,-32.0,-232.0,92.0,92.0
-118.0,-84.0,0.0,27.0,3.0,-112.0,-230.0,48.0,53.0,46.0
-70.0,-21.0,112.0,-38.0,0.0,-75.0,-420.0,88.0,-2.0,29.0
-75.0,101.0,166.0,0.0,1.0,-68.0,-393.0,79.0,-47.0,17.0
-82.0,204.0,220.0,80.0,2.0,-8.0,-120.0,25.0,-80.0,-30.0
-78.0,214.0,266.0,184.0,0.0,58.0,104.0,12.0,-59.0,-60.0
-66.0,175.0,268.0,205.0,0.0,105.0,53.0,-142.0,39.0,-81.0
0.0,109.0,250.0,102.0,-2.0,167.0,-130.0,-515.0,129.0,-119.0
12.0,26.0,116.0,-195.0,-4.0,100.0,-201.0,-576.0,147.0,-189.0
22.0,-41.0,5.0,-359.0,-5.0,63.0,-65.0,-497.0,129.0,-231.0
18.0,-153.0,-74.0,-256.0,-6.0,45.0,120.0,-301.0,108.0,-250.0
25.0,-283.0,-134.0,-158.0,0.0,22.0,327.0,-245.0,115.0,-273.0
10.0,-365.0,-109.0,-58.0,13.0,8.0,516.0,-323.0,101.0,-276.0
-14.0,-398.0,-115.0,-5.0,30.0,68.0,394.0,-194.0,87.0,-248.0
-25.0,-410.0,68.0,-37.0,48.0,65.0,-28.0,16.0,67.0,-225.0
-4.0,-390.0,294.0,-117.0,60.0,10.0,-466.0,334.0,78.0,-225.0
27.0,-259.0,362.0,-170.0,66.0,-3.0,-551.0,393.0,129.0,-195.0
-7.0,3.0,415.0,-154.0,61.0,60.0,-220.0,378.0,122.0,-150.0
-9.0,278.0,277.0,-69.0,39.0,260.0,9.0,386.0,138.0,-117.0
-13.0,419.0,134.0,-97.0,8.0,198.0,-90.0,192.0,168.0,-105.0
-8.0,434.0,53.0,-156.0,-25.0,104.0,-317.0,144.0,179.0,-57.0
-35.0,382.0,-4.0,-138.0,-58.0,166.0,-424.0,101.0,135.0,-3.0
-42.0,338.0,-5.0,-107.0,-76.0,204.0,-339.0,16.0,31.0,8.0
-33.0,335.0,-5.0,24.0,-75.0,198.0,-210.0,-123.0,-31.0,26.0
-33.0,327.0,-24.0,115.0,-57.0,275.0,-61.0,-105.0,-37.0,62.0
13.0,258.0,-45.0,173.0,-27.0,340.0,73.0,22.0,-15.0,93.0
-3.0,105.0,47.0,176.0,6.0,198.0,114.0,44.0,-22.0,86.0
-3.0,-51.0,63.0,94.0,34.0,158.0,141.0,168.0,-36.0,99.0
-17.0,-146.0,116.0,17.0,40.0,38.0,95.0,-86.0,-43.0,119.0
-6.0,-189.0,221.0,-67.0,27.0,-27.0,51.0,-249.0,-29.0,125.0
-33.0,-164.0,338.0,-158.0,19.0,-22.0,205.0,-197.0,-10.0,118.0
-78.0,-73.0,478.0,-208.0,20.0,-135.0,313.0,-336.0,-46.0,108.0
-37.0,9.0,423.0,-200.0,25.0,-110.0,262.0,-341.0,-104.0,104.0
-44.0,,318.0,-219.0,33.0,-4.0,55.0,-380.0,-153.0,61.0
-35.0,,145.0,-297.0,42.0,56.0,-157.0,-131.0,-178.0,25.0
-61.0,,-65.0,-380.0,48.0,6.0,-115.0,92.0,-152.0,13.0
-117.0,,-231.0,-390.0,47.0,33.0,-105.0,164.0,-112.0,-12.0
-122.0,,-317.0,-232.0,38.0,72.0,-91.0,288.0,-89.0,-53.0
-69.0,,-288.0,21.0,27.0,-2.0,64.0,243.0,-36.0,-65.0
-38.0,,-58.0,178.0,15.0,7.0,102.0,419.0,2.0,-50.0
-55.0,,254.0,170.0,5.0,135.0,44.0,345.0,69.0,-50.0
-33.0,,272.0,146.0,-4.0,123.0,-153.0,77.0,171.0,-62.0
-27.0,,196.0,197.0,-8.0,27.0,-328.0,-42.0,203.0,-56.0
-43.0,,43.0,272.0,-9.0,59.0,-198.0,-90.0,204.0,-44.0
-52.0,,-72.0,461.0,-1.0,82.0,-52.0,27.0,196.0,-59.0
-65.0,,-150.0,497.0,15.0,76.0,-67.0,70.0,157.0,-81.0
-87.0,,-324.0,331.0,28.0,-24.0,-179.0,101.0,123.0,-84.0
-80.0,,-358.0,211.0,34.0,-223.0,-289.0,-118.0,94.0,-98.0
-39.0,,-223.0,80.0,41.0,-265.0,-241.0,-271.0,35.0,-157.0
-51.0,,53.0,-68.0,47.0,-163.0,-225.0,-262.0,19.0,-187.0
-63.0,,106.0,-124.0,46.0,-74.0,-353.0,-234.0,15.0,-216.0
-33.0,,173.0,-121.0,35.0,18.0,-450.0,-36.0,-29.0,-270.0
-12.0,,282.0,-205.0,18.0,-35.0,-521.0,-192.0,-45.0,-322.0
-32.0,,191.0,-245.0,1.0,-77.0,-464.0,-297.0,-55.0,-354.0
-70.0,,198.0,-321.0,-21.0,-9.0,-308.0,-607.0,-75.0,-333.0
-30.0,,145.0,-429.0,-51.0,-114.0,-116.0,-947.0,-121.0,-335.0
-9.0,,2.0,-366.0,-69.0,-183.0,64.0,-546.0,-161.0,-314.0
1.0,,-210.0,-298.0,-67.0,-145.0,61.0,-59.0,-143.0,-260.0
-26.0,,-332.0,-281.0,-54.0,-77.0,104.0,354.0,-81.0,-230.0
-34.0,,-392.0,-211.0,-37.0,-10.0,275.0,317.0,-25.0,-196.0
35.0,,-425.0,-250.0,-18.0,-41.0,472.0,-131.0,-10.0,-167.0
15.0,,-327.0,-274.0,-1.0,-126.0,668.0,-709.0,-8.0,-141.0
3.0,,-254.0,-209.0,0.0,-135.0,687.0,-933.0,-22.0,-157.0
-20.0,,-107.0,-221.0,-13.0,-29.0,497.0,-393.0,7.0,-166.0
25.0,,-18.0,-211.0,-31.0,14.0,190.0,123.0,68.0,-138.0
57.0,,71.0,-190.0,-50.0,63.0,-86.0,570.0,78.0,-126.0
55.0,,160.0,-101.0,-59.0,83.0,-105.0,413.0,121.0,-124.0
92.0,,165.0,-53.0,-65.0,-29.0,48.0,-295.0,184.0,-97.0
100.0,,282.0,0.0,-57.0,-113.0,174.0,-596.0,220.0,-44.0
126.0,,376.0,13.0,-32.0,-177.0,227.0,-306.0,241.0,-7.0
99.0,,300.0,-89.0,4.0,-242.0,76.0,386.0,239.0,32.0
105.0,,89.0,-88.0,43.0,-238.0,-183.0,635.0,245.0,98.0
104.0,,-21.0,-108.0,64.0,-136.0,-327.0,497.0,262.0,163.0
132.0,,44.0,-131.0,72.0,-4.0,-317.0,127.0,288.0,211.0
143.0,,-25.0,-147.0,70.0,12.0,-197.0,-216.0,259.0,267.0
160.0,,-99.0,-55.0,50.0,-123.0,-110.0,-101.0,180.0,343.0
199.0,,-102.0,86.0,21.0,-225.0,-34.0,1.0,70.0,404.0
178.0,,-192.0,163.0,-11.0,-130.0,69.0,271.0,-36.0,437.0
172.0,,-197.0,229.0,-40.0,77.0,67.0,441.0,-50.0,444.0
136.0,,-244.0,231.0,-58.0,135.0,36.0,75.0,-48.0,455.0
159.0,,-251.0,204.0,-64.0,60.0,18.0,-558.0,-7.0,442.0
139.0,,-274.0,163.0,-60.0,68.0,-85.0,-872.0,-6.0,396.0
118.0,,-148.0,119.0,-52.0,142.0,-204.0,-554.0,-96.0,385.0
87.0,,85.0,-26.0,-43.0,230.0,-258.0,-242.0,-162.0,393.0
66.0,,19.0,-35.0,-26.0,262.0,-180.0,9.0,-221.0,366.0
49.0,,65.0,-48.0,-5.0,261.0,-96.0,16.0,-223.0,355.0
-3.0,,96.0,-152.0,19.0,215.0,-87.0,-66.0,-199.0,378.0
3.0,,190.0,-183.0,48.0,242.0,-69.0,-36.0,-186.0,376.0
-27.0,,318.0,-172.0,74.0,268.0,-87.0,-254.0,-170.0,355.0
-45.0,,454.0,-67.0,89.0,198.0,-45.0,-136.0,-156.0,343.0
-51.0,,530.0,-87.0,83.0,187.0,69.0,-62.0,-101.0,329.0
-33.0,,289.0,37.0,52.0,64.0,138.0,-38.0,-35.0,281.0
-44.0,,274.0,141.0,9.0,47.0,124.0,81.0,10.0,217.0
-57.0,,209.0,107.0,-29.0,152.0,81.0,-14.0,15.0,159.0
-81.0,,69.0,249.0,-56.0,165.0,132.0,160.0,-10.0,96.0
-86.0,,69.0,235.0,-73.0,183.0,232.0,279.0,29.0,2.0
-53.0,,57.0,183.0,-77.0,221.0,290.0,391.0,121.0,-72.0
-54.0,,64.0,199.0,-59.0,300.0,318.0,448.0,176.0,-108.0
-34.0,,-26.0,169.0,-25.0,218.0,273.0,229.0,145.0,-166.0
-76.0,,-104.0,218.0,4.0,-13.0,219.0,-208.0,52.0,-211.0
-37.0,,-72.0,114.0,29.0,-75.0,205.0,-740.0,-6.0,-238.0
-7.0,,130.0,-66.0,49.0,49.0,171.0,-883.0,-29.0,-268.0
-68.0,,268.0,-69.0,60.0,189.0,175.0,-753.0,-3.0,-297.0
-73.0,,151.0,-71.0,58.0,147.0,151.0,-212.0,29.0,-318.0
-29.0,,-22.0,-131.0,47.0,-22.0,60.0,345.0,-2.0,-322.0
-13.0,,-252.0,-288.0,40.0,-60.0,-76.0,583.0,-30.0,-341.0
13.0,,-207.0,-408.0,42.0,15.0,-220.0,423.0,-69.0,-366.0
0.0,,65.0,-393.0,47.0,177.0,-201.0,-79.0,-72.0,-387.0
-43.0,,311.0,-338.0,47.0,158.0,-104.0,-75.0,-38.0,-401.0
