sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10
-42.0,165.0,336.0,6.0,,-329.0,-444.0,-96.0,,
-126.0,125.0,293.0,-69.0,,-292.0,-185.0,851.0,,
175.0,27.0,292.0,-96.0,,-302.0,-282.0,644.0,,
73.0,-84.0,188.0,-181.0,,-191.0,-550.0,-837.0,,
-232.0,-159.0,192.0,-136.0,,-93.0,-562.0,-1751.0,,
-113.0,-181.0,112.0,-58.0,,-78.0,-288.0,-992.0,,
-10.0,-127.0,63.0,-29.0,,12.0,75.0,327.0,,
54.0,-13.0,5.0,-40.0,,-226.0,358.0,1019.0,,
47.0,85.0,-17.0,28.0,,-208.0,268.0,360.0,,
-59.0,112.0,-23.0,208.0,,-169.0,-93.0,240.0,,
-151.0,154.0,-65.0,262.0,,-129.0,-269.0,-267.0,,
190.0,249.0,17.0,260.0,,-86.0,-158.0,-1428.0,,
201.0,356.0,-60.0,275.0,,-191.0,-188.0,-1912.0,,
16.0,429.0,-29.0,263.0,,-122.0,-506.0,-1570.0,,
118.0,443.0,-40.0,233.0,,-9.0,-645.0,109.0,,
86.0,458.0,-45.0,134.0,,93.0,-570.0,1642.0,,
183.0,419.0,81.0,25.0,,-43.0,-657.0,2823.0,,
242.0,294.0,108.0,-6.0,,-107.0,-892.0,2529.0,,
199.0,123.0,235.0,-13.0,,4.0,-961.0,631.0,,
144.0,-47.0,311.0,0.0,,37.0,-849.0,-885.0,,
89.0,-158.0,394.0,-100.0,,36.0,-772.0,-1627.0,,
450.0,-240.0,428.0,-232.0,,-14.0,-741.0,-262.0,,
457.0,-273.0,423.0,-246.0,,-27.0,-681.0,1237.0,,
73.0,-264.0,408.0,-196.0,,-200.0,-638.0,1308.0,,
86.0,-212.0,361.0,-143.0,,-271.0,-648.0,809.0,,
239.0,-113.0,267.0,-94.0,,-198.0,-615.0,-214.0,,
218.0,-89.0,174.0,59.0,,-178.0,-533.0,-295.0,,
125.0,-90.0,132.0,205.0,,-272.0,-389.0,382.0,,
1.0,-130.0,31.0,233.0,,-474.0,-121.0,1191.0,,
-18.0,-212.0,69.0,136.0,,-327.0,138.0,1169.0,,
335.0,-173.0,-6.0,65.0,,-148.0,167.0,-153.0,,
315.0,-99.0,29.0,-27.0,,-72.0,38.0,-1457.0,,
-147.0,-86.0,71.0,-143.0,,-204.0,-51.0,-1899.0,,
-61.0,-100.0,35.0,-147.0,,-340.0,-109.0,-824.0,,
318.0,-85.0,137.0,-79.0,,-193.0,-131.0,144.0,,
346.0,-82.0,70.0,73.0,,-219.0,-210.0,186.0,,
217.0,-134.0,115.0,58.0,,-310.0,-468.0,-389.0,,
-135.0,-227.0,86.0,0.0,,-393.0,-838.0,-920.0,,
72.0,-343.0,10.0,88.0,,-346.0,-1061.0,-578.0,,
486.0,-384.0,31.0,141.0,,-429.0,-953.0,-312.0,,
300.0,-349.0,-2.0,169.0,,-532.0,-640.0,825.0,,
236.0,-281.0,0.0,151.0,,-364.0,-289.0,2100.0,,
-4.0,-184.0,78.0,139.0,,-221.0,-115.0,2479.0,,
169.0,-82.0,109.0,205.0,,-170.0,-143.0,2296.0,,
459.0,39.0,122.0,296.0,,-333.0,-193.0,739.0,,
158.0,179.0,108.0,287.0,,-367.0,-216.0,-1186.0,,
-159.0,303.0,42.0,168.0,,-206.0,-102.0,-2719.0,,
159.0,382.0,31.0,51.0,,-250.0,72.0,-2625.0,,
459.0,398.0,-42.0,-103.0,,-469.0,98.0,-1411.0,,
127.0,359.0,-16.0,-214.0,,-454.0,29.0,-502.0,,
-112.0,232.0,-46.0,-229.0,,-312.0,-19.0,147.0,,
-177.0,128.0,-2.0,-124.0,,-372.0,16.0,-508.0,,
257.0,86.0,28.0,39.0,,-429.0,71.0,-800.0,,
295.0,-4.0,36.0,115.0,,-557.0,1.0,295.0,,
21.0,-108.0,113.0,147.0,,-667.0,-135.0,2126.0,,
-138.0,-158.0,0.0,131.0,,-399.0,-84.0,3676.0,,
-25.0,-146.0,32.0,141.0,,-259.0,5.0,3876.0,,
233.0,-129.0,-41.0,138.0,,-303.0,-233.0,3054.0,,
52.0,-69.0,-33.0,93.0,,-196.0,-507.0,552.0,,
-46.0,17.0,-31.0,103.0,,-121.0,-465.0,-1807.0,,
-134.0,64.0,-60.0,131.0,,-171.0,-283.0,-2693.0,,
108.0,127.0,-33.0,129.0,,-417.0,-149.0,-2658.0,,
40.0,156.0,-126.0,80.0,,-294.0,-104.0,-2217.0,,
3.0,114.0,-73.0,93.0,,-175.0,-256.0,-1884.0,,
29.0,107.0,-179.0,115.0,,-283.0,-456.0,-600.0,,
-78.0,87.0,-108.0,75.0,,-206.0,-397.0,376.0,,
83.0,20.0,-27.0,13.0,,-31.0,-112.0,1051.0,,
62.0,-9.0,1.0,-12.0,,112.0,66.0,2200.0,,
96.0,-76.0,93.0,-3.0,,-38.0,-77.0,3006.0,,
-95.0,-132.0,74.0,-99.0,,-37.0,-187.0,3233.0,,
5.0,-114.0,94.0,-91.0,,-58.0,-42.0,2049.0,,
181.0,-87.0,30.0,-129.0,,41.0,72.0,491.0,,
156.0,-100.0,87.0,-291.0,,67.0,132.0,-1223.0,,
-30.0,-129.0,7.0,-289.0,,-66.0,327.0,-2645.0,,
-169.0,-111.0,0.0,-301.0,,4.0,507.0,-2390.0,,
131.0,-80.0,-23.0,-262.0,,-83.0,420.0,-958.0,,
321.0,54.0,-72.0,-201.0,,-12.0,108.0,831.0,,
259.0,193.0,-14.0,-145.0,,12.0,-296.0,1287.0,,
-156.0,249.0,-90.0,-11.0,,-62.0,-494.0,766.0,,
-110.0,285.0,30.0,16.0,,-98.0,-346.0,-151.0,,
271.0,237.0,-12.0,20.0,,-18.0,-173.0,-511.0,,
327.0,158.0,60.0,6.0,,-33.0,-123.0,696.0,,
24.0,37.0,81.0,5.0,,-230.0,-161.0,1594.0,,
-105.0,-54.0,32.0,-37.0,,-184.0,-135.0,2106.0,,
186.0,-83.0,126.0,-95.0,,-101.0,52.0,1775.0,,
193.0,-66.0,15.0,27.0,,8.0,197.0,873.0,,
-116.0,-54.0,108.0,109.0,,130.0,213.0,31.0,,
-100.0,-104.0,66.0,137.0,,53.0,198.0,-1245.0,,
345.0,-64.0,92.0,164.0,,-133.0,264.0,-1651.0,,
120.0,-59.0,82.0,129.0,,-218.0,340.0,-1679.0,,
-76.0,-112.0,-6.0,76.0,,-60.0,317.0,-1459.0,,
-137.0,-162.0,-21.0,94.0,,184.0,270.0,-877.0,,
10.0,-225.0,-175.0,65.0,,266.0,207.0,-206.0,,
206.0,-198.0,-137.0,8.0,,340.0,84.0,376.0,,
-164.0,-115.0,-209.0,118.0,,212.0,0.0,570.0,,
-47.0,-59.0,-92.0,173.0,,4.0,88.0,1322.0,,
-122.0,-27.0,-41.0,195.0,,79.0,253.0,1840.0,,
2.0,49.0,-9.0,86.0,,177.0,195.0,2313.0,,
-143.0,37.0,78.0,-2.0,,155.0,-97.0,2472.0,,
-439.0,-75.0,-58.0,-40.0,,127.0,-342.0,1746.0,,
-29.0,-171.0,-32.0,-123.0,,162.0,-294.0,1147.0,,
149.0,-175.0,-177.0,-34.0,,11.0,-81.0,-29.0,,
-137.0,-128.0,-223.0,53.0,,-19.0,0.0,-873.0,,
-321.0,-130.0,-301.0,124.0,,203.0,97.0,-1086.0,,
12.0,-112.0,-352.0,35.0,,363.0,345.0,-1537.0,,
-74.0,-110.0,-349.0,38.0,,206.0,526.0,-2123.0,,
8.0,-115.0,-402.0,92.0,,-75.0,455.0,-2492.0,,
-99.0,-104.0,-321.0,26.0,,83.0,190.0,-1788.0,,
-130.0,-44.0,-361.0,49.0,,386.0,-20.0,-404.0,,
86.0,11.0,-280.0,-10.0,,327.0,51.0,1391.0,,
-2.0,7.0,-270.0,-100.0,,4.0,388.0,2069.0,,
-73.0,10.0,-166.0,-96.0,,-140.0,593.0,1376.0,,
-174.0,0.0,-75.0,-48.0,,14.0,529.0,1252.0,,
24.0,67.0,-57.0,-59.0,,269.0,340.0,1328.0,,
-223.0,171.0,4.0,-68.0,,191.0,55.0,1869.0,,
-171.0,218.0,-52.0,-86.0,,-30.0,-57.0,2407.0,,
-176.0,234.0,-17.0,10.0,,182.0,116.0,1962.0,,
-228.0,256.0,-85.0,79.0,,477.0,264.0,977.0,,
-215.0,292.0,-95.0,-24.0,,374.0,242.0,-253.0,,
-359.0,279.0,-70.0,-93.0,,95.0,262.0,-997.0,,
-96.0,257.0,-50.0,-178.0,,72.0,338.0,-1145.0,,
-298.0,211.0,-4.0,-197.0,,179.0,216.0,-515.0,,
-451.0,186.0,44.0,-152.0,,223.0,18.0,-247.0,,
-221.0,220.0,70.0,-58.0,,33.0,48.0,-1191.0,,
-38.0,181.0,41.0,55.0,,-7.0,307.0,-2287.0,,
-219.0,156.0,67.0,76.0,,216.0,531.0,-2943.0,,
-333.0,143.0,0.0,28.0,,136.0,560.0,-2357.0,,
-375.0,29.0,-36.0,-86.0,,22.0,541.0,-1395.0,,
-131.0,-64.0,-43.0,-93.0,,22.0,532.0,92.0,,
32.0,-116.0,-74.0,-60.0,,248.0,367.0,1668.0,,
-143.0,-164.0,-171.0,-43.0,,435.0,208.0,1731.0,,
-212.0,-185.0,-311.0,3.0,,174.0,309.0,1117.0,,
-157.0,-202.0,-399.0,-44.0,,-149.0,433.0,-99.0,,
13.0,-193.0,-451.0,-6.0,,-79.0,455.0,-404.0,,
-166.0,-129.0,-423.0,-17.0,,267.0,510.0,476.0,,
-69.0,-92.0,-356.0,-107.0,,123.0,557.0,1245.0,,
-39.0,-121.0,-230.0,-142.0,,-81.0,417.0,1792.0,,
113.0,-108.0,-118.0,-79.0,,6.0,84.0,1553.0,,
-25.0,-71.0,-90.0,71.0,,-101.0,-107.0,1108.0,,
-205.0,-45.0,-85.0,171.0,,-173.0,-54.0,201.0,,
-42.0,-21.0,-102.0,238.0,,-58.0,57.0,-295.0,,
-51.0,8.0,-145.0,145.0,,140.0,148.0,133.0,,
92.0,34.0,-153.0,180.0,,75.0,205.0,667.0,,
-67.0,20.0,-207.0,244.0,,-88.0,251.0,1417.0,,
-164.0,10.0,-191.0,150.0,,-120.0,266.0,1827.0,,
-250.0,6.0,-146.0,120.0,,-182.0,219.0,2555.0,,
-117.0,76.0,-166.0,107.0,,-73.0,286.0,2714.0,,
-248.0,175.0,-94.0,88.0,,30.0,645.0,1332.0,,
-131.0,221.0,-89.0,31.0,,53.0,1029.0,-783.0,,
-23.0,222.0,-45.0,65.0,,0.0,1050.0,-2374.0,,
-252.0,96.0,-18.0,38.0,,6.0,763.0,-2363.0,,
-240.0,-39.0,39.0,-37.0,,-8.0,478.0,-2714.0,,
-336.0,-167.0,97.0,-150.0,,-73.0,264.0,-3386.0,,
-35.0,-305.0,103.0,-198.0,,-54.0,140.0,-3117.0,,
9.0,-400.0,156.0,-111.0,,-122.0,294.0,-1995.0,,
-167.0,-458.0,108.0,-106.0,,-132.0,440.0,-133.0,,
-275.0,-489.0,149.0,60.0,,-244.0,291.0,1657.0,,
-70.0,-572.0,103.0,100.0,,-249.0,129.0,3316.0,,
93.0,-603.0,109.0,134.0,,-114.0,40.0,3506.0,,
68.0,-566.0,62.0,274.0,,148.0,-113.0,2636.0,,
-169.0,-505.0,-22.0,285.0,,235.0,-218.0,1818.0,,
-68.0,-388.0,-19.0,302.0,,-43.0,39.0,345.0,,
195.0,-344.0,-106.0,296.0,,-136.0,506.0,-846.0,,
-11.0,-285.0,-26.0,370.0,,-180.0,630.0,-1670.0,,
13.0,-114.0,-100.0,380.0,,-82.0,406.0,-2041.0,,
7.0,41.0,-57.0,357.0,,-65.0,272.0,-1956.0,,
137.0,192.0,-49.0,332.0,,-133.0,382.0,-909.0,,
116.0,260.0,-97.0,294.0,,-93.0,390.0,971.0,,
7.0,284.0,-72.0,228.0,,35.0,294.0,1559.0,,
-299.0,338.0,-261.0,260.0,,130.0,522.0,1345.0,,
20.0,325.0,-232.0,293.0,,16.0,832.0,541.0,,
86.0,264.0,-331.0,186.0,,-66.0,688.0,-138.0,,
-234.0,184.0,-375.0,99.0,,-43.0,184.0,112.0,,
-81.0,147.0,-345.0,-112.0,,128.0,-135.0,698.0,,
-316.0,128.0,-392.0,-97.0,,75.0,-161.0,1250.0,,
-131.0,168.0,-344.0,-46.0,,-18.0,-197.0,774.0,,
-213.0,255.0,-394.0,-20.0,,33.0,-221.0,206.0,,
-21.0,312.0,-281.0,27.0,,240.0,-116.0,-781.0,,
-77.0,339.0,-214.0,54.0,,300.0,-88.0,-1563.0,,
-288.0,258.0,-34.0,124.0,,141.0,-222.0,-519.0,,
-159.0,177.0,166.0,141.0,,317.0,-207.0,528.0,,
-229.0,193.0,173.0,296.0,,388.0,-121.0,556.0,,
-50.0,182.0,356.0,204.0,,255.0,-271.0,-642.0,,
-151.0,139.0,368.0,225.0,,-16.0,-276.0,-1417.0,,
-10.0,141.0,345.0,349.0,,66.0,205.0,-1184.0,,
-127.0,109.0,334.0,348.0,,301.0,603.0,-633.0,,
-125.0,35.0,190.0,315.0,,230.0,460.0,513.0,,
-84.0,-65.0,72.0,110.0,,64.0,155.0,1221.0,,
-381.0,-166.0,-103.0,1.0,,-162.0,175.0,1747.0,,
-126.0,-189.0,-196.0,-99.0,,56.0,483.0,1642.0,,
123.0,-202.0,-349.0,-58.0,,191.0,642.0,1528.0,,
-66.0,-176.0,-384.0,5.0,,49.0,637.0,2196.0,,
-374.0,-121.0,-408.0,34.0,,-165.0,660.0,2250.0,,
-330.0,-117.0,-440.0,84.0,,-250.0,524.0,1483.0,,
37.0,-61.0,-287.0,31.0,,-190.0,138.0,-160.0,,
45.0,72.0,-236.0,20.0,,-244.0,-101.0,-1128.0,,
-176.0,175.0,-37.0,28.0,,-114.0,131.0,-1382.0,,
-132.0,231.0,104.0,13.0,,44.0,397.0,-1380.0,,
-54.0,219.0,253.0,21.0,,118.0,312.0,-674.0,,
30.0,121.0,345.0,72.0,,-145.0,102.0,-354.0,,
-67.0,12.0,298.0,114.0,,-321.0,-86.0,334.0,,
-181.0,-106.0,284.0,119.0,,-225.0,-302.0,772.0,,
-174.0,-150.0,139.0,38.0,,-78.0,-321.0,740.0,,
151.0,-176.0,102.0,44.0,,114.0,11.0,1125.0,,
-33.0,-233.0,-92.0,52.0,,95.0,255.0,1428.0,,
-362.0,-222.0,-253.0,-46.0,,91.0,105.0,1372.0,,
-20.0,-233.0,-397.0,-12.0,,82.0,-146.0,192.0,,
0.0,-242.0,-456.0,-40.0,,83.0,-172.0,-528.0,,
-30.0,-180.0,-426.0,-162.0,,35.0,-107.0,-508.0,,
-125.0,-19.0,-554.0,-228.0,,106.0,-29.0,-944.0,,
-34.0,108.0,-478.0,-261.0,,234.0,109.0,-1160.0,,
-199.0,156.0,-613.0,-280.0,,323.0,34.0,-788.0,,
-30.0,197.0,-567.0,-326.0,,411.0,-172.0,-164.0,,
235.0,220.0,-418.0,-256.0,,189.0,-129.0,-484.0,,
-112.0,233.0,-381.0,-60.0,,64.0,191.0,-151.0,,
-38.0,142.0,-179.0,-10.0,,8.0,319.0,812.0,,
-7.0,22.0,-134.0,4.0,,-8.0,22.0,870.0,,
148.0,-29.0,-15.0,56.0,,-13.0,-225.0,757.0,,
75.0,-66.0,-4.0,94.0,,-106.0,-78.0,-275.0,,
159.0,-117.0,36.0,218.0,,-72.0,303.0,-1114.0,,
28.0,-142.0,54.0,190.0,,73.0,565.0,-975.0,,
-73.0,-72.0,-15.0,142.0,,66.0,599.0,-227.0,,
318.0,-5.0,73.0,76.0,,-223.0,453.0,343.0,,
43.0,-20.0,63.0,-20.0,,-212.0,190.0,304.0,,
-185.0,13.0,86.0,41.0,,-45.0,52.0,770.0,,
-3.0,73.0,138.0,3.0,,52.0,10.0,1027.0,,
244.0,151.0,174.0,-8.0,,45.0,-193.0,1616.0,,
-172.0,249.0,177.0,-56.0,,4.0,-434.0,1969.0,,
-327.0,217.0,126.0,-87.0,,68.0,-455.0,1402.0,,
-266.0,145.0,63.0,-86.0,,12.0,-346.0,576.0,,
-89.0,51.0,-76.0,-192.0,,52.0,-354.0,-347.0,,
281.0,-80.0,-270.0,-74.0,,118.0,-458.0,-57.0,,
-84.0,-182.0,-462.0,77.0,,150.0,-459.0,746.0,,
-535.0,-273.0,-638.0,140.0,,110.0,-511.0,1616.0,,
-412.0,-340.0,-708.0,143.0,,97.0,-735.0,1579.0,,
216.0,-389.0,-722.0,128.0,,54.0,-820.0,260.0,,
-145.0,-445.0,-746.0,234.0,,-52.0,-571.0,-772.0,,
-351.0,-460.0,-639.0,282.0,,-31.0,-262.0,-1827.0,,
-215.0,-423.0,-550.0,290.0,,29.0,-167.0,-1892.0,,
-32.0,-419.0,-465.0,294.0,,59.0,-215.0,-1350.0,,
160.0,-387.0,-357.0,212.0,,-23.0,-215.0,-1483.0,,
-210.0,-293.0,-262.0,122.0,,-18.0,-93.0,-1993.0,,
-258.0,-231.0,-70.0,41.0,,-116.0,0.0,-2161.0,,
12.0,-212.0,57.0,-23.0,,-105.0,-11.0,-807.0,,
618.0,-206.0,126.0,-39.0,,0.0,18.0,883.0,,
19.0,-211.0,141.0,-78.0,,-70.0,269.0,2455.0,,
-349.0,-168.0,148.0,-72.0,,-125.0,469.0,2915.0,,
-78.0,-129.0,71.0,-16.0,,-133.0,302.0,1705.0,,
286.0,-95.0,-73.0,-49.0,,-89.0,19.0,685.0,,
216.0,5.0,-107.0,-117.0,,-373.0,-203.0,72.0,,
-236.0,43.0,-199.0,-124.0,,-540.0,-285.0,293.0,,
18.0,64.0,-216.0,-122.0,,-375.0,-238.0,515.0,,
-161.0,102.0,-248.0,-165.0,,-210.0,-306.0,417.0,,
214.0,125.0,-256.0,-183.0,,-132.0,-597.0,177.0,,
-62.0,185.0,-219.0,-186.0,,-340.0,-670.0,-205.0,,
-275.0,247.0,-260.0,-112.0,,-521.0,-154.0,127.0,,
-158.0,287.0,-229.0,-42.0,,-392.0,277.0,-271.0,,
99.0,318.0,-335.0,-83.0,,-130.0,45.0,-1249.0,,
136.0,340.0,-355.0,-51.0,,-227.0,-495.0,-2344.0,,
-391.0,338.0,-366.0,-52.0,,-440.0,-786.0,-2893.0,,
-87.0,311.0,-389.0,-40.0,,-292.0,-667.0,-1995.0,,
-105.0,236.0,-308.0,-38.0,,-100.0,-268.0,-755.0,,
193.0,199.0,-300.0,-34.0,,-130.0,212.0,755.0,,
-25.0,198.0,-258.0,-31.0,,-267.0,444.0,1409.0,,
-188.0,165.0,-216.0,-80.0,,-197.0,204.0,1276.0,,
-177.0,183.0,-164.0,17.0,,-88.0,-319.0,1040.0,,
240.0,223.0,-207.0,43.0,,-63.0,-637.0,807.0,,
304.0,255.0,-166.0,23.0,,-31.0,-562.0,1485.0,,
-216.0,301.0,-173.0,65.0,,-135.0,-305.0,1978.0,,
31.0,278.0,-187.0,123.0,,-190.0,-14.0,1927.0,,
-129.0,194.0,-148.0,58.0,,-93.0,198.0,1010.0,,
401.0,132.0,-224.0,-27.0,,51.0,155.0,-563.0,,
248.0,57.0,-112.0,41.0,,-31.0,-73.0,-1980.0,,
-26.0,-27.0,-142.0,85.0,,-231.0,-235.0,-2666.0,,
-2.0,-128.0,-116.0,97.0,,-248.0,-343.0,-1644.0,,
222.0,-255.0,-102.0,6.0,,-282.0,-503.0,-744.0,,
398.0,-355.0,-156.0,-56.0,,-362.0,-693.0,-469.0,,
0.0,-459.0,-85.0,-139.0,,-387.0,-761.0,-550.0,,
136.0,-533.0,-159.0,-224.0,,-200.0,-619.0,-800.0,,
199.0,-556.0,-165.0,-153.0,,-148.0,-395.0,-5.0,,
391.0,-532.0,-190.0,-206.0,,-236.0,-258.0,875.0,,
30.0,-466.0,-125.0,-346.0,,-154.0,-370.0,1452.0,,
-61.0,-374.0,-170.0,-321.0,,-231.0,-637.0,1537.0,,
118.0,-180.0,-193.0,-155.0,,-353.0,-680.0,1273.0,,
334.0,95.0,-75.0,-155.0,,-430.0,-371.0,227.0,,
297.0,296.0,-61.0,-249.0,,-268.0,0.0,-1529.0,,
46.0,385.0,52.0,-259.0,,-132.0,218.0,-1731.0,,
-52.0,353.0,85.0,-187.0,,-279.0,268.0,-951.0,,
70.0,164.0,73.0,-117.0,,-308.0,126.0,-223.0,,
247.0,35.0,77.0,-72.0,,-292.0,-12.0,153.0,,
-107.0,27.0,116.0,-80.0,,-233.0,57.0,310.0,,
67.0,-24.0,13.0,-148.0,,-243.0,169.0,711.0,,
-85.0,-62.0,-84.0,10.0,,-308.0,151.0,452.0,,
-32.0,-46.0,-162.0,34.0,,-246.0,107.0,-753.0,,
-45.0,-12.0,-247.0,31.0,,41.0,62.0,-2527.0,,
-53.0,52.0,-267.0,68.0,,116.0,-84.0,-2778.0,,
-61.0,141.0,-361.0,-116.0,,59.0,-324.0,-1468.0,,
-26.0,136.0,-297.0,-53.0,,132.0,-496.0,-371.0,,
62.0,43.0,-311.0,79.0,,-40.0,-433.0,1123.0,,
-196.0,-67.0,-223.0,36.0,,-53.0,-187.0,2466.0,,
1.0,-202.0,-243.0,-109.0,,-51.0,-44.0,2862.0,,
-209.0,-253.0,-289.0,-180.0,,-93.0,-115.0,1625.0,,
45.0,-191.0,-206.0,-110.0,,-77.0,-132.0,99.0,,
-63.0,-114.0,-285.0,-134.0,,-43.0,-97.0,90.0,,
35.0,-72.0,-156.0,-126.0,,-18.0,-78.0,81.0,,
-34.0,5.0,-99.0,-38.0,,-122.0,33.0,-177.0,,
-272.0,107.0,26.0,-69.0,,-66.0,109.0,-1008.0,,
179.0,218.0,149.0,-110.0,,14.0,174.0,-2385.0,,
31.0,329.0,157.0,-169.0,,52.0,240.0,-3181.0,,
77.0,346.0,160.0,-170.0,,-129.0,152.0,-2466.0,,
-132.0,356.0,178.0,-34.0,,-287.0,27.0,-676.0,,
-66.0,330.0,213.0,-103.0,,-350.0,29.0,125.0,,
3.0,283.0,138.0,-134.0,,-294.0,71.0,110.0,,
181.0,261.0,161.0,-5.0,,-126.0,59.0,-1140.0,,
132.0,186.0,48.0,71.0,,-133.0,114.0,-2703.0,,
-43.0,86.0,-13.0,72.0,,27.0,190.0,-2564.0,,
106.0,-54.0,-76.0,42.0,,59.0,-22.0,-727.0,,
41.0,-176.0,-162.0,102.0,,-75.0,-523.0,1585.0,,
256.0,-280.0,-191.0,-34.0,,-163.0,-883.0,1326.0,,
57.0,-347.0,-259.0,-70.0,,-33.0,-776.0,114.0,,
87.0,-343.0,-262.0,44.0,,41.0,-430.0,351.0,,
108.0,-292.0,-321.0,-61.0,,-120.0,-204.0,798.0,,
-26.0,-184.0,-171.0,-198.0,,-144.0,-149.0,691.0,,
-111.0,-106.0,-125.0,-270.0,,-93.0,-77.0,715.0,,
-25.0,-50.0,-71.0,-217.0,,167.0,113.0,1263.0,,
20.0,-26.0,13.0,-249.0,,250.0,196.0,24.0,,
5.0,43.0,-52.0,-228.0,,113.0,-19.0,-1598.0,,
-43.0,210.0,-5.0,-171.0,,-19.0,-207.0,-1413.0,,
-361.0,332.0,-34.0,-162.0,,-118.0,-10.0,-245.0,,
-105.0,358.0,48.0,-179.0,,-185.0,204.0,1441.0,,
-115.0,280.0,115.0,-310.0,,-323.0,142.0,2400.0,,
-99.0,129.0,234.0,-309.0,,-189.0,49.0,2734.0,,
-205.0,-11.0,310.0,-292.0,,-50.0,113.0,1840.0,,
-214.0,-122.0,285.0,-228.0,,-56.0,163.0,279.0,,
-128.0,-162.0,299.0,-167.0,,-171.0,-60.0,-1265.0,,
-278.0,-78.0,191.0,-131.0,,-297.0,-428.0,-4101.0,,
-108.0,-8.0,200.0,17.0,,-255.0,-654.0,-6398.0,,
-203.0,31.0,140.0,123.0,,-317.0,-546.0,-7176.0,,
-121.0,68.0,140.0,14.0,,-290.0,-122.0,-6252.0,,
-17.0,77.0,161.0,-101.0,,-177.0,255.0,-4262.0,,
68.0,156.0,58.0,-63.0,,-148.0,212.0,-2183.0,,
-111.0,153.0,-29.0,-125.0,,-270.0,-26.0,631.0,,
-139.0,47.0,-101.0,-188.0,,-372.0,-7.0,3732.0,,
-126.0,-30.0,-109.0,-181.0,,-271.0,222.0,7170.0,,
11.0,-100.0,-176.0,-194.0,,-58.0,341.0,8556.0,,
269.0,-126.0,-272.0,-172.0,,166.0,275.0,7351.0,,
-284.0,-113.0,-336.0,-226.0,,70.0,194.0,5321.0,,
-276.0,-51.0,-340.0,-308.0,,-25.0,108.0,1391.0,,
125.0,47.0,-410.0,-213.0,,-37.0,3.0,-3436.0,,
219.0,145.0,-398.0,-71.0,,-52.0,-20.0,-7874.0,,
3.0,190.0,-383.0,-122.0,,-168.0,84.0,-10542.0,,
-6.0,153.0,-365.0,-213.0,,-335.0,118.0,-10799.0,,
21.0,95.0,-209.0,-130.0,,-210.0,-61.0,-8453.0,,
59.0,-17.0,-176.0,-71.0,,-149.0,-244.0,-3353.0,,
307.0,-193.0,-121.0,4.0,,-116.0,-133.0,2368.0,,
188.0,-356.0,-89.0,54.0,,-153.0,171.0,7497.0,,
73.0,-424.0,3.0,94.0,,-171.0,297.0,10051.0,,
175.0,-411.0,43.0,159.0,,-236.0,214.0,10027.0,,
263.0,-333.0,98.0,52.0,,-265.0,71.0,7867.0,,
12.0,-184.0,166.0,17.0,,-101.0,35.0,3462.0,,
376.0,-33.0,52.0,58.0,,-212.0,102.0,-1298.0,,
378.0,99.0,24.0,-20.0,,-258.0,154.0,-6097.0,,
91.0,164.0,-86.0,-17.0,,-344.0,126.0,-9170.0,,
274.0,192.0,-72.0,40.0,,-296.0,42.0,-9303.0,,
292.0,172.0,-21.0,-110.0,,-18.0,80.0,-6069.0,,
272.0,149.0,39.0,-92.0,,-51.0,285.0,-1090.0,,
46.0,158.0,48.0,-8.0,,-204.0,495.0,1755.0,,
307.0,88.0,71.0,-12.0,,-275.0,546.0,3022.0,,
170.0,-12.0,247.0,23.0,,-221.0,576.0,3998.0,,
32.0,-112.0,184.0,-95.0,,-248.0,498.0,4924.0,,
44.0,-173.0,237.0,-243.0,,-151.0,229.0,4445.0,,
33.0,-223.0,158.0,-314.0,,0.0,168.0,2265.0,,
180.0,-225.0,94.0,-183.0,,28.0,356.0,-48.0,,
23.0,-153.0,56.0,-79.0,,-45.0,403.0,-2494.0,,
-95.0,-88.0,-99.0,-91.0,,-256.0,160.0,-3887.0,,
-117.0,15.0,-148.0,-156.0,,-98.0,-132.0,-4238.0,,
42.0,124.0,-230.0,-252.0,,129.0,-353.0,-3192.0,,
-184.0,196.0,-194.0,-176.0,,150.0,-381.0,-657.0,,
-57.0,182.0,-266.0,-173.0,,53.0,-152.0,853.0,,
-305.0,98.0,-219.0,-216.0,,-41.0,92.0,648.0,,
-63.0,-23.0,-261.0,-160.0,,157.0,129.0,-565.0,,
11.0,-170.0,-227.0,-204.0,,389.0,27.0,-1601.0,,
-559.0,-193.0,-106.0,-290.0,,410.0,76.0,-2721.0,,
-161.0,-148.0,-158.0,-235.0,,124.0,356.0,-3359.0,,
-251.0,-168.0,-38.0,-143.0,,-20.0,713.0,-2450.0,,
-74.0,-195.0,8.0,-190.0,,58.0,775.0,-1223.0,,
-155.0,-210.0,135.0,-193.0,,-27.0,505.0,384.0,,
-300.0,-225.0,216.0,-178.0,,-75.0,193.0,1947.0,,
-357.0,-182.0,292.0,-146.0,,-169.0,-6.0,4007.0,,
-50.0,-61.0,295.0,-107.0,,-59.0,32.0,6235.0,,
-112.0,95.0,289.0,-251.0,,198.0,133.0,5506.0,,
-351.0,200.0,216.0,-256.0,,80.0,165.0,2124.0,,
-36.0,267.0,24.0,-138.0,,-166.0,165.0,-1681.0,,
-356.0,326.0,21.0,-46.0,,-196.0,91.0,-3937.0,,
